Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,139,270.375,231.0,304.0,251.0,358.0,158.0,294.0,360.0,207.0
1,135,270.0,224.0,222.0,360.0,195.0,303.0,247.0,349.0,260.0
2,133,359.1666666666667,259.0,389.0,367.0,473.0,340.0,327.0,,
3,131,538.75,563.0,572.0,529.0,491.0,,,,
4,125,538.5,609.0,595.0,457.0,493.0,,,,
5,137,539.75,662.0,470.0,470.0,557.0,,,,
