Iteration,Best Score
1,1.5221865255600052e+19
2,1.4967357855682478e+19
3,1.2968784355764904e+19
4,1.2477113355830841e+19
5,1.217801646838029e+19
6,1.0888975335112899e+19
7,9.455265960162353e+18
8,8.524986585228289e+18
9,8.524986585228289e+18
10,8.126041272876655e+18
11,5.458945981275928e+18
12,5.271428481341868e+18
13,4.5910212314242934e+18
14,4.2819495315067187e+18
15,4.196364906539688e+18
16,3.428873706622113e+18
17,2.2543897275378734e+18
18,2.2543897275378734e+18
19,2.1699131809701166e+18
20,2.1516011810360566e+18
21,2.1516011810360566e+18
22,1.3487886811349665e+18
23,1.3487886811349665e+18
24,1.0725730562503619e+18
25,9.644158729664836e+17
26,8.627225996826052e+17
27,6.9556181976503e+17
28,6.9556181976503e+17
29,6.790074448969101e+17
30,4.059422699628501e+17
31,3.272845200452749e+17
32,1.6726452011121488e+17
33,1.0628593684382152e+17
34,1.0628593684382152e+17
35,1.0628593684382152e+17
36,1.0628593684382152e+17
37,1.0628593684382152e+17
38,7.588168719000651e+16
39,7.46516872724315e+16
40,7.46516872724315e+16
41,2.8623437420796524e+16
42,2.8623437420796524e+16
43,2.8623437420796524e+16
44,2.8623437420796524e+16
45,2.8623437420796524e+16
46,2.4894737717526536e+16
47,2.4894737717526536e+16
48,2.4894737717526536e+16
49,2.4894737717526536e+16
50,1.5397487964801542e+16
51,1.5397487964801542e+16
52,1.5397487964801542e+16
53,1.5397487964801542e+16
54,1.5397487964801542e+16
55,1.5397487964801542e+16
56,1.5397487964801542e+16
57,1.5397487964801542e+16
58,1.5397487964801542e+16
59,1.5397487964801542e+16
60,1.5397487964801542e+16
61,1.5397487964801542e+16
62,1.5397487964801542e+16
63,1.5397487964801542e+16
64,1.5397487964801542e+16
65,1.5397487964801542e+16
66,1.5397487964801542e+16
67,1.5397487964801542e+16
68,1.5397487964801542e+16
69,1.5397487964801542e+16
70,1.5397487964801542e+16
71,1.5397487964801542e+16
72,1.5397487964801542e+16
73,1.5397487964801542e+16
74,6164989563846541.0
75,6164989563846541.0
76,6164989563846541.0
77,6164989563846541.0
78,6164989563846541.0
79,6164989563846541.0
80,6164989563846541.0
81,6164989563846541.0
82,6164989563846541.0
83,6164989563846541.0
84,6164989563846541.0
85,6164989563846541.0
86,6164989563846541.0
87,6164989563846541.0
88,6164989563846541.0
89,6164989563846541.0
90,6164989563846541.0
91,5443115866161541.0
92,5443115866161541.0
93,5443115866161541.0
94,5443115866161541.0
95,5443115866161541.0
96,5443115866161541.0
97,5443115866161541.0
98,5443115866161541.0
99,5443115866161541.0
100,5443115866161541.0
