Iteration,Best Score
1,7.41392930247025e+18
2,6.671611444490502e+18
3,2.807658742195727e+18
4,2.807658742195727e+18
5,2.807658742195727e+18
6,2.5037808960185656e+18
7,1.9422698518337316e+18
8,1.9422698518337316e+18
9,1.9422698518337316e+18
10,1.9422698518337316e+18
11,1.9422698518337316e+18
12,1.9422698518337316e+18
13,1.9422698518337316e+18
14,1.9422698518337316e+18
15,1.9422698518337316e+18
