Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,138,275.875,337.0,354.0,197.0,285.0,305.0,253.0,219.0,257.0
1,135,276.625,183.0,239.0,314.0,313.0,238.0,329.0,272.0,325.0
2,137,360.0,455.0,422.0,223.0,350.0,444.0,266.0,,
3,129,528.0,515.0,553.0,573.0,471.0,,,,
4,131,530.0,518.0,426.0,565.0,611.0,,,,
5,130,533.5,572.0,510.0,562.0,490.0,,,,
