Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
3.252104209657034e+18,2.1439945449634922e+20,2.111473502866922e+20,1.055736751433461e+20,2,25.425785541534424,-2.5948368265805414e+18,1.0,0
