Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
3.194077387653953e+18,4.048756375583558e+18,8.546789879296051e+17,8379205764015736.0,102,1395.1330647468567,-8379205764015736.0,1.0,99
