Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
5.274089741131601e+18,5.274089741131601e+18,0.0,0.0,1,29.530906677246094,0.0,1.0,0
