Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
4.5196752673066885e+18,-1.9887579997555507e+17,-6.097027998945853e+17,-4.971894999388877e+16,2,2.7937581539154053,-9.943789998777754e+16,1.0,2
