Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
8.080666938320069e+18,8.080666938320069e+18,inf,inf,1,25.837218761444092,0.0,1.0,0
