Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,172,342.625,244.0,387.0,302.0,437.0,312.0,367.0,270.0,422.0
1,162,333.875,319.0,377.0,258.0,363.0,484.0,382.0,263.0,225.0
2,168,473.1666666666667,547.0,436.0,482.0,497.0,391.0,486.0,,
3,173,726.5,781.0,657.0,825.0,643.0,,,,
4,162,652.75,807.0,559.0,611.0,634.0,,,,
5,163,679.25,723.0,492.0,796.0,706.0,,,,
